num,exchange,symbol,min_qty,min_cost,last_price,c_mult,effective_min_cost,first_timestamp,market_cap
312,bybit,BLURUSDT,1,0,0.6436,1,0.6436,1.67642E+12,838998311
313,bybit,BLZUSDT,1,0,0.32155,1,0.32155,1.65447E+12,137372936
314,bybit,BNBUSDT,0.01,0,327.8,1,3.278,1.62492E+12,49084449754
315,bybit,BNTUSDT,1,0,0.7961,1,0.7961,1.69137E+12,106171272
316,bybit,BNXUSDT,0.1,0,0.2843,1,0.02843,1.67754E+12,96362948
317,bybit,BOBAUSDT,0.1,0,0.26182,1,0.026182,1.64929E+12,44937920
318,bybit,BONDUSDT,0.1,0,3.491,1,0.3491,1.69741E+12,27609986
319,bybit,BSVUSDT,0.01,0,82.99,1,0.8299,1.63909E+12,1629510971
320,bybit,BSWUSDT,1,0,0.10072,1,0.10072,1.64799E+12,44463077
321,bybit,BTCUSDT,0.001,0,50129.6,1,50.1296,1.58509E+12,9.8365E+11
322,bybit,C98USDT,0.1,0,0.2522,1,0.02522,1.63512E+12,175258925
323,bybit,CAKEUSDT,0.1,0,2.604,1,0.2604,1.69897E+12,605140145
324,bybit,CEEKUSDT,1,0,0.05173,1,0.05173,1.6581E+12,41776076
325,bybit,CELOUSDT,0.1,0,0.7373,1,0.07373,1.64134E+12,388480202
326,bybit,CELRUSDT,1,0,0.01944,1,0.01944,1.63512E+12,150540538
327,bybit,CETUSUSDT,1,0,0.1371,1,0.1371,1.70709E+12,38419933
328,bybit,CFXUSDT,1,0,0.22587,1,0.22587,1.67694E+12,845053754
329,bybit,CHRUSDT,0.1,0,0.351,1,0.0351,1.63719E+12,276340320
330,bybit,CHZUSDT,1,0,0.10215,1,0.10215,1.634E+12,906171032
331,bybit,CKBUSDT,10,0,0.0058,1,0.058,1.64488E+12,252706149
332,bybit,COMBOUSDT,0.1,0,0.7281,1,0.07281,1.68618E+12,51803603
333,bybit,COMPUSDT,0.01,0,57.54,1,0.5754,1.63037E+12,464747534
334,bybit,COREUSDT,0.1,0,0.5321,1,0.05321,1.6759E+12,460050358
335,bybit,COTIUSDT,1,0,0.08664,1,0.08664,1.63849E+12,131692027
336,bybit,CROUSDT,1,0,0.08888,1,0.08888,1.63763E+12,2242675463
337,bybit,CRVUSDT,0.1,0,0.5191,1,0.05191,1.63512E+12,574892553
338,bybit,CTCUSDT,1,0,0.5514,1,0.5514,1.65275E+12,176150266
339,bybit,CTKUSDT,0.1,0,0.6834,1,0.06834,1.63849E+12,89389315
340,bybit,CTSIUSDT,1,0,0.28422,1,0.28422,1.64799E+12,220897287
341,bybit,CVCUSDT,1,0,0.09761,1,0.09761,1.63832E+12,97432500
342,bybit,CVXUSDT,0.01,0,3.378,1,0.03378,1.65041E+12,315523491
343,bybit,CYBERUSDT,0.1,0,7.655,1,0.7655,1.69214E+12,132646486
344,bybit,DARUSDT,0.1,0,0.1298,1,0.01298,1.65145E+12,51699175
345,bybit,DASHUSDT,0.01,0,28.3,1,0.283,1.634E+12,329854767
346,bybit,DATAUSDT,10,0,0.059,1,0.59,1.70303E+12,59134886
347,bybit,DENTUSDT,100,0,0.0010817,1,0.10817,1.64212E+12,108246621
348,bybit,DGBUSDT,10,0,0.008159,1,0.08159,1.64843E+12,136957061
349,bybit,DODOUSDT,1,0,0.16916,1,0.16916,1.65059E+12,103613417
350,bybit,DOGEUSDT,1,0,0.08274,1,0.08274,1.62259E+12,11826109983
351,bybit,DOTUSDT,0.1,0,7.414,1,0.7414,1.61603E+12,9465950930
352,bybit,DUSKUSDT,1,0,0.32453,1,0.32453,1.6397E+12,136342408
353,bybit,DYDXUSDT,0.1,0,3.043,1,0.3043,1.63391E+12,#N/A
354,bybit,DYMUSDT,0.1,0,7.15,1,0.715,1.70726E+12,1043196463
355,bybit,EDUUSDT,0.1,0,0.7052,1,0.07052,1.68324E+12,191754163
356,bybit,EGLDUSDT,0.01,0,58.1,1,0.581,1.63763E+12,1541725149
357,bybit,ENJUSDT,0.1,0,0.313,1,0.0313,1.63572E+12,432876877
358,bybit,ENSUSDT,0.1,0,22.673,1,2.2673,1.63668E+12,697256240
359,bybit,EOSUSDT,0.1,0,0.7543,1,0.07543,1.62492E+12,842369237
360,bybit,ETCUSDT,0.1,0,27.089,1,2.7089,1.62492E+12,3936899076
361,bybit,ETHUSDT,0.01,0,2670.47,1,26.7047,1.61577E+12,3.2087E+11
362,bybit,ETHWUSDT,0.01,0,2.893,1,0.02893,1.66329E+12,311309480
363,bybit,FETUSDT,1,0,0.66795,1,0.66795,1.6759E+12,554749287
364,bybit,FILUSDT,0.1,0,5.479,1,0.5479,1.62492E+12,2780570920
365,bybit,FITFIUSDT,1,0,0.006452,1,0.006452,1.65214E+12,16331022
366,bybit,FLMUSDT,1,0,0.08348,1,0.08348,1.65145E+12,46492642
367,bybit,FLOWUSDT,0.1,0,0.8695,1,0.08695,1.63788E+12,1291014920
368,bybit,FLRUSDT,10,0,0.0325,1,0.325,1.67901E+12,1116961634
369,bybit,FORTHUSDT,0.1,0,3.3159,1,0.33159,1.69085E+12,49728761
370,bybit,FRONTUSDT,1,0,0.463,1,0.463,1.695E+12,41641777
371,bybit,FTMUSDT,1,0,0.3991,1,0.3991,1.63236E+12,1119146802
372,bybit,FUNUSDT,100,0,0.005678,1,0.5678,1.70251E+12,62154676
373,bybit,FXSUSDT,0.01,0,9.1955,1,0.091955,1.64903E+12,703293693
374,bybit,GALAUSDT,1,0,0.02507,1,0.02507,1.63642E+12,695969083
375,bybit,GALUSDT,0.01,0,2.3816,1,0.023816,1.65171E+12,250485373
376,bybit,GASUSDT,0.1,0,6.065,1,0.6065,1.69802E+12,401937348
377,bybit,GFTUSDT,1,0,0.01915,1,0.01915,1.67599E+12,19134441
378,bybit,GLMRUSDT,0.1,0,0.39465,1,0.039465,1.6486E+12,327733274
379,bybit,GLMUSDT,1,0,0.21614,1,0.21614,1.69163E+12,217980030
380,bybit,GMTUSDT,1,0,0.2591,1,0.2591,1.64765E+12,452176168
381,bybit,GMXUSDT,0.01,0,43.32,1,0.4332,1.66536E+12,408051229
382,bybit,GODSUSDT,1,0,0.3131,1,0.3131,1.70061E+12,85329369
383,bybit,GPTUSDT,1,0,0.010666,1,0.010666,1.67901E+12,#N/A
384,bybit,GRTUSDT,0.1,0,0.17553,1,0.017553,1.63875E+12,1646071386
385,bybit,GTCUSDT,0.1,0,1.286,1,0.1286,1.63814E+12,85077001
386,bybit,HBARUSDT,1,0,0.08052,1,0.08052,1.63512E+12,2704641404
387,bybit,HFTUSDT,1,0,0.3416,1,0.3416,1.67875E+12,118550194
388,bybit,HIFIUSDT,1,0,0.6328,1,0.6328,1.69318E+12,72891788
389,bybit,HIGHUSDT,0.1,0,1.4981,1,0.14981,1.67659E+12,75428382
390,bybit,HNTUSDT,0.01,0,8.575,1,0.08575,1.64298E+12,1376374628
391,bybit,HOOKUSDT,0.1,0,0.937,1,0.0937,1.67625E+12,117632627
392,bybit,HOTUSDT,100,0,0.002002,1,0.2002,1.64843E+12,345687925
393,bybit,ICPUSDT,0.1,0,13.365,1,1.3365,1.63166E+12,6115142921
394,bybit,ICXUSDT,1,0,0.2291,1,0.2291,1.64981E+12,224380498
395,bybit,IDEXUSDT,10,0,0.05465,1,0.5465,1.6848E+12,44064901
396,bybit,IDUSDT,1,0,0.60925,1,0.60925,1.67962E+12,285151265
397,bybit,ILVUSDT,0.01,0,94.24,1,0.9424,1.63788E+12,354374741
398,bybit,IMXUSDT,0.1,0,2.9455,1,0.29455,1.63771E+12,3992740694
399,bybit,INJUSDT,0.1,0,37.0665,1,3.70665,1.66069E+12,3449792285
400,bybit,IOSTUSDT,1,0,0.008735,1,0.008735,1.634E+12,185947961
401,bybit,IOTAUSDT,0.1,0,0.2602,1,0.02602,1.64074E+12,813125521
402,bybit,IOTXUSDT,1,0,0.04571,1,0.04571,1.63668E+12,429236069
403,bybit,JASMYUSDT,1,0,0.005947,1,0.005947,1.64255E+12,293066478
404,bybit,JOEUSDT,1,0,0.53075,1,0.53075,1.68005E+12,193141652
405,bybit,JSTUSDT,10,0,0.03138,1,0.3138,1.64575E+12,278972397
406,bybit,JTOUSDT,0.1,0,2.109,1,0.2109,1.70199E+12,246477765
407,bybit,JUPUSDT,1,0,0.5096,1,0.5096,1.70666E+12,687150294
408,bybit,KASUSDT,10,0,0.14406,1,1.4406,1.69111E+12,3264679018
409,bybit,KAVAUSDT,0.1,0,0.7304,1,0.07304,1.64177E+12,789421854
410,bybit,KDAUSDT,0.1,0,1.1304,1,0.11304,1.6473E+12,297227188
411,bybit,KEYUSDT,100,0,0.00567,1,0.567,1.68532E+12,30026413
412,bybit,KLAYUSDT,0.1,0,0.2309,1,0.02309,1.63909E+12,803391869
413,bybit,KNCUSDT,0.1,0,0.6377,1,0.06377,1.64177E+12,114025737
414,bybit,KSMUSDT,0.01,0,43.99,1,0.4399,1.634E+12,371057682
415,bybit,LDOUSDT,0.1,0,3.0995,1,0.30995,1.65836E+12,2756359695
416,bybit,LEVERUSDT,100,0,0.001477,1,0.1477,1.68592E+12,42560462
417,bybit,LINAUSDT,10,0,0.008132,1,0.08132,1.65041E+12,48713216
418,bybit,LINKUSDT,0.1,0,20.326,1,2.0326,1.60324E+12,11921540170
419,bybit,LITUSDT,0.1,0,0.9063,1,0.09063,1.63814E+12,35837992
420,bybit,LOOKSUSDT,0.1,0,0.07734,1,0.007734,1.64298E+12,77266618
421,bybit,LOOMUSDT,10,0,0.09354,1,0.9354,1.69525E+12,113933742
422,bybit,LPTUSDT,0.1,0,7.724,1,0.7724,1.63935E+12,237963879
423,bybit,LQTYUSDT,0.1,0,1.4553,1,0.14553,1.67867E+12,138034499
424,bybit,LRCUSDT,0.1,0,0.2455,1,0.02455,1.63659E+12,335124262
425,bybit,LSKUSDT,0.1,0,1.366,1,0.1366,1.70424E+12,175548786
426,bybit,LTCUSDT,0.1,0,73.04,1,7.304,1.60324E+12,5413483762
427,bybit,LUNA2USDT,0.1,0,0.6775,1,0.06775,1.65396E+12,#N/A
428,bybit,MAGICUSDT,1,0,1.3025,1,1.3025,1.67089E+12,336845073
429,bybit,MANAUSDT,0.1,0,0.4844,1,0.04844,1.63633E+12,914867615
430,bybit,MANTAUSDT,0.1,0,2.9114,1,0.29114,1.70554E+12,728967916
431,bybit,MASKUSDT,0.1,0,3.7,1,0.37,1.63849E+12,354956776
432,bybit,MATICUSDT,1,0,0.8786,1,0.8786,1.62492E+12,8429278493
433,bybit,MAVIAUSDT,0.1,0,8.172,1,0.8172,1.70726E+12,#N/A
434,bybit,MAVUSDT,1,0,0.6419,1,0.6419,1.68791E+12,159520895
435,bybit,MBLUSDT,100,0,0.004319,1,0.4319,1.69992E+12,75443147
436,bybit,MBOXUSDT,1,0,0.3151,1,0.3151,1.70562E+12,85011994
437,bybit,MDTUSDT,10,0,0.05593,1,0.5593,1.68808E+12,37766460
438,bybit,MEMEUSDT,10,0,0.02448,1,0.2448,1.69897E+12,253856329
439,bybit,METISUSDT,0.01,0,93.71,1,0.9371,1.70424E+12,489750909
440,bybit,MINAUSDT,0.1,0,1.4074,1,0.14074,1.64929E+12,1479083114
441,bybit,MKRUSDT,0.001,0,2091.2,1,2.0912,1.64488E+12,1926027967
442,bybit,MNTUSDT,1,0,0.6879,1,0.6879,1.6962E+12,2219090510
443,bybit,MOVRUSDT,0.1,0,23.285,1,2.3285,1.7007E+12,206718003
444,bybit,MTLUSDT,0.1,0,1.5093,1,0.15093,1.64981E+12,100300135
445,bybit,MULTIUSDT,0.1,0,1.303,1,0.1303,1.69517E+12,18850069
446,bybit,MYRIAUSDT,10,0,0.009641,1,0.09641,1.7026E+12,99643115
447,bybit,MYROUSDT,1,0,0.0647,1,0.0647,1.70562E+12,60391036
448,bybit,NEARUSDT,0.1,0,3.397,1,0.3397,1.63391E+12,3505497049
449,bybit,NEOUSDT,0.01,0,12.169,1,0.12169,1.6435E+12,856672974
450,bybit,NFPUSDT,0.1,0,0.6042,1,0.06042,1.70364E+12,150693184
451,bybit,NKNUSDT,1,0,0.1145,1,0.1145,1.67694E+12,86390197
452,bybit,NMRUSDT,0.1,0,25.395,1,2.5395,1.69379E+12,156425487
453,bybit,NTRNUSDT,1,0,1.2949,1,1.2949,1.6969E+12,360789097
454,bybit,OCEANUSDT,1,0,0.4901,1,0.4901,1.64557E+12,277999363
455,bybit,OGNUSDT,1,0,0.166,1,0.166,1.64765E+12,94973568
456,bybit,OGUSDT,0.1,0,4.9244,1,0.49244,1.69318E+12,23799861
457,bybit,OMGUSDT,0.1,0,0.6707,1,0.06707,1.634E+12,93995508
458,bybit,ONDOUSDT,1,0,0.2415,1,0.2415,1.70597E+12,333200891
459,bybit,ONEUSDT,1,0,0.01614,1,0.01614,1.63512E+12,222346208
460,bybit,ONGUSDT,1,0,0.3245,1,0.3245,1.70113E+12,119660011
461,bybit,ONTUSDT,1,0,0.2439,1,0.2439,1.65447E+12,213348610
462,bybit,OPUSDT,0.1,0,3.8003,1,0.38003,1.65404E+12,3634041185
463,bybit,ORBSUSDT,10,0,0.03648,1,0.3648,1.69716E+12,115466908
464,bybit,ORDIUSDT,0.01,0,71.65,1,0.7165,1.68471E+12,1503697871
465,bybit,OXTUSDT,10,0,0.10339,1,1.0339,1.69163E+12,101121491
466,bybit,PAXGUSDT,0.001,0,2005,1,2.005,1.6473E+12,410263989
467,bybit,PENDLEUSDT,1,0,3.2117,1,3.2117,1.68852E+12,763901339
468,bybit,PEOPLEUSDT,1,0,0.02944,1,0.02944,1.64074E+12,148966595
469,bybit,PERPUSDT,1,0,1.2004,1,1.2004,1.69396E+12,79047450
470,bybit,PHBUSDT,1,0,1.0435,1,1.0435,1.68437E+12,50051294
471,bybit,POLYXUSDT,1,0,0.1713,1,0.1713,1.69811E+12,140489190
472,bybit,POWRUSDT,1,0,0.3865,1,0.3865,1.69811E+12,196871932
473,bybit,PROMUSDT,0.1,0,7.445,1,0.7445,1.69387E+12,135710529
474,bybit,PYTHUSDT,1,0,0.5865,1,0.5865,1.70052E+12,879097104
475,bybit,QIUSDT,10,0,0.01736,1,0.1736,1.70234E+12,74385671
476,bybit,QNTUSDT,0.01,0,106.66,1,1.0666,1.68713E+12,1286700458
477,bybit,QTUMUSDT,0.1,0,3.072,1,0.3072,1.63935E+12,321502290
478,bybit,RADUSDT,0.1,0,1.948,1,0.1948,1.68618E+12,100225520
479,bybit,RAREUSDT,1,0,0.1158,1,0.1158,1.70104E+12,74829010
480,bybit,RDNTUSDT,1,0,0.30255,1,0.30255,1.68169E+12,136427728
481,bybit,REEFUSDT,10,0,0.001572,1,0.01572,1.64488E+12,35812535
482,bybit,RENUSDT,0.1,0,0.06071,1,0.006071,1.6403E+12,60614972
483,bybit,REQUSDT,1,0,0.11909,1,0.11909,1.63875E+12,119086595
484,bybit,RIFUSDT,1,0,0.1463,1,0.1463,1.69802E+12,146009694
485,bybit,RLCUSDT,0.1,0,2.2849,1,0.22849,1.67944E+12,165181068
486,bybit,RNDRUSDT,0.1,0,4.8166,1,0.48166,1.63832E+12,1810357296
487,bybit,ROSEUSDT,1,0,0.12512,1,0.12512,1.64212E+12,837143327
488,bybit,RPLUSDT,0.01,0,29.44,1,0.2944,1.67763E+12,586012666
489,bybit,RSRUSDT,10,0,0.002539,1,0.02539,1.63832E+12,128351246
490,bybit,RSS3USDT,1,0,0.14088,1,0.14088,1.64557E+12,70792767
491,bybit,RUNEUSDT,0.1,0,5.47,1,0.547,1.63814E+12,1854265509
492,bybit,RVNUSDT,1,0,0.02017,1,0.02017,1.64143E+12,271955895
493,bybit,SANDUSDT,1,0,0.4838,1,0.4838,1.63572E+12,1080367066
494,bybit,SCRTUSDT,0.1,0,0.4777,1,0.04777,1.6486E+12,129273858
495,bybit,SCUSDT,10,0,0.00993,1,0.0993,1.63832E+12,558295798
496,bybit,SEIUSDT,1,0,0.75202,1,0.75202,1.69214E+12,1818166862
497,bybit,SFPUSDT,0.1,0,0.7292,1,0.07292,1.63788E+12,336924640
498,bybit,SHIB1000USDT,10,0,0.009702,1,0.09702,1.63469E+12,5713516037
499,bybit,SILLYUSDT,1,0,0.03559,1,0.03559,1.70364E+12,35300249
500,bybit,SKLUSDT,1,0,0.08024,1,0.08024,1.64799E+12,413018143
501,bybit,SLPUSDT,10,0,0.00345,1,0.0345,1.63719E+12,142519970
502,bybit,SNTUSDT,10,0,0.03968,1,0.3968,1.69888E+12,153805250
503,bybit,SNXUSDT,0.1,0,3.661,1,0.3661,1.63935E+12,1110637564
504,bybit,SOLUSDT,0.1,0,113.92,1,11.392,1.63426E+12,49771065700
505,bybit,SPELLUSDT,10,0,0.00058,1,0.0058,1.63935E+12,62282268
506,bybit,SSVUSDT,0.01,0,32.125,1,0.32125,1.67763E+12,321177569
507,bybit,STEEMUSDT,1,0,0.2285,1,0.2285,1.69819E+12,104429526
508,bybit,STGUSDT,0.1,0,0.574,1,0.0574,1.66147E+12,117104648
509,bybit,STMXUSDT,5,0,0.007184,1,0.03592,1.64843E+12,71809521
510,bybit,STORJUSDT,0.1,0,0.6645,1,0.06645,1.63754E+12,267259663
511,bybit,STPTUSDT,10,0,0.05516,1,0.5516,1.69638E+12,107014765
512,bybit,STRAXUSDT,1,0,0.943,1,0.943,1.69681E+12,149450116
513,bybit,STXUSDT,0.1,0,2.01055,1,0.201055,1.63849E+12,2886945447
514,bybit,SUIUSDT,10,0,1.7974,1,17.974,1.68307E+12,2090486305
515,bybit,SUNUSDT,10,0,0.007358,1,0.07358,1.64575E+12,72152039
516,bybit,SUPERUSDT,1,0,0.9496,1,0.9496,1.7007E+12,461773129
517,bybit,SUSHIUSDT,0.1,0,1.1928,1,0.11928,1.63823E+12,276235953
518,bybit,SWEATUSDT,10,0,0.010453,1,0.10453,1.66752E+12,68474060
519,bybit,SXPUSDT,0.1,0,0.3332,1,0.03332,1.63892E+12,197856136
520,bybit,TAOUSDT,0.001,0,530.19,1,0.53019,1.70657E+12,3298445652
521,bybit,THETAUSDT,0.1,0,1.0788,1,0.10788,1.63037E+12,1077794039
522,bybit,TIAUSDT,0.1,0,19.807,1,1.9807,1.69871E+12,3244886815
523,bybit,TLMUSDT,1,0,0.014247,1,0.014247,1.63754E+12,54834003
524,bybit,TOKENUSDT,10,0,0.03113,1,0.3113,1.69897E+12,31107439
525,bybit,TOMIUSDT,0.1,0,1.018,1,0.1018,1.6969E+12,90535576
526,bybit,TONUSDT,0.1,0,2.1934,1,0.21934,1.69344E+12,7587656903
527,bybit,TRBUSDT,0.01,0,130.12,1,1.3012,1.65482E+12,332013371
528,bybit,TRUUSDT,1,0,0.05338,1,0.05338,1.67832E+12,58403107
529,bybit,TRXUSDT,1,0,0.12519,1,0.12519,1.63037E+12,11026812833
530,bybit,TUSDT,10,0,0.02721,1,0.2721,1.67806E+12,260584155
531,bybit,TWTUSDT,0.1,0,1.1867,1,0.11867,1.66873E+12,494355932
532,bybit,UMAUSDT,0.1,0,4.481,1,0.4481,1.68618E+12,350909966
533,bybit,UNFIUSDT,0.1,0,6.244,1,0.6244,1.65387E+12,39047043
534,bybit,UNIUSDT,0.1,0,6.831,1,0.6831,1.63823E+12,4081100127
535,bybit,USDCUSDT,0.1,0,1.0005,1,0.10005,1.65637E+12,27803811641
536,bybit,USTCUSDT,10,0,0.02657,1,0.2657,1.70104E+12,238073837
537,bybit,VETUSDT,1,0,0.03173,1,0.03173,1.63512E+12,2305139244
538,bybit,VGXUSDT,1,0,0.10061,1,0.10061,1.69085E+12,27970728
539,bybit,VRAUSDT,100,0,0.006947,1,0.6947,1.69629E+12,71148945
540,bybit,WAVESUSDT,0.1,0,2.2445,1,0.22445,1.64134E+12,255027617
541,bybit,WAXPUSDT,10,0,0.05855,1,0.5855,1.6969E+12,199464359
542,bybit,WIFUSDT,1,0,0.3934,1,0.3934,1.70493E+12,393220002
543,bybit,WLDUSDT,0.1,0,2.691,1,0.2691,1.69016E+12,337262103
544,bybit,WOOUSDT,0.1,0,0.4082,1,0.04082,1.63642E+12,745542657
545,bybit,XAIUSDT,1,0,1.0722,1,1.0722,1.70484E+12,296735283
546,bybit,XCNUSDT,10,0,0.0016625,1,0.016625,1.6511E+12,44942932
547,bybit,XEMUSDT,1,0,0.03622,1,0.03622,1.63823E+12,325499892
548,bybit,XLMUSDT,1,0,0.11306,1,0.11306,1.63037E+12,3209310098
549,bybit,XMRUSDT,0.01,0,123.21,1,1.2321,1.64212E+12,2258827913
550,bybit,XNOUSDT,1,0,1.1821,1,1.1821,1.66208E+12,156997168
551,bybit,XRDUSDT,10,0,0.04169,1,0.4169,1.70234E+12,431138019
552,bybit,XRPUSDT,1,0,0.5317,1,0.5317,1.62086E+12,28967367861
553,bybit,XTZUSDT,0.1,0,1.0546,1,0.10546,1.60324E+12,1021665219
554,bybit,XVGUSDT,100,0,0.0034635,1,0.34635,1.68852E+12,57093311
555,bybit,XVSUSDT,0.1,0,11.062,1,1.1062,1.69413E+12,173324732
556,bybit,YFIIUSDT,0.001,0,985.9,1,0.9859,1.69214E+12,38017495
557,bybit,YFIUSDT,0.0001,0,7740,1,0.774,1.63909E+12,257983221
558,bybit,YGGUSDT,0.1,0,0.4701,1,0.04701,1.63763E+12,143549021
559,bybit,ZECUSDT,0.01,0,21.13,1,0.2113,1.63771E+12,344218952
560,bybit,ZENUSDT,0.1,0,8.068,1,0.8068,1.63788E+12,118320475
561,bybit,ZETAUSDT,1,0,2.0819,1,2.0819,1.70675E+12,491146143
562,bybit,ZILUSDT,10,0,0.02157,1,0.2157,1.6435E+12,374358847
563,bybit,ZKFUSDT,10,0,0.00896,1,0.0896,1.70545E+12,#N/A
564,bybit,ZRXUSDT,1,0,0.3281,1,0.3281,1.64843E+12,277401914
565,okx,BTCUSDT,1,0,50118,0.01,501.18,1.57784E+12,9.8365E+11
566,okx,ETHUSDT,1,0,2669.75,0.1,266.975,1.57784E+12,3.2087E+11
567,okx,MATICUSDT,1,0,0.8784,10,8.784,1.61724E+12,8429278493
568,okx,XRPUSDT,1,0,0.5315,100,53.15,1.57784E+12,28967367861
569,okx,SOLUSDT,1,0,113.94,1,113.94,1.60946E+12,49771065700
570,okx,DOGEUSDT,1,0,0.08271,1000,82.71,1.59356E+12,11826109983
571,okx,ORDIUSDT,1,0,71.722,0.1,7.1722,1.6829E+12,1503697871
572,okx,SATSUSDT,1,0,4.8152E-07,10000000,4.8152,1.70139E+12,#N/A
573,okx,SUIUSDT,1,0,1.7959,1,1.7959,1.6829E+12,2090486305
574,okx,OPUSDT,1,0,3.7972,1,3.7972,1.65404E+12,3634041185
575,okx,1INCHUSDT,1,0,0.4383,1,0.4383,1.60678E+12,499782771
576,okx,AAVEUSDT,1,0,90.5,0.1,9.05,1.60678E+12,1331281731
577,okx,ACEUSDT,1,0,9.482,1,9.482,1.70139E+12,208007537
578,okx,ADAUSDT,1,0,0.562,100,56.2,1.58302E+12,19906221555
579,okx,AGIXUSDT,1,0,0.3119,10,3.119,1.6988E+12,390485111
580,okx,AGLDUSDT,1,0,1.3,1,1.3,1.63045E+12,100497507
581,okx,AIDOGEUSDT,1,0,1.662E-10,10000000000,1.662,1.6829E+12,29015931
582,okx,ALGOUSDT,1,0,0.1843,10,1.843,1.58829E+12,1481357941
583,okx,ALPHAUSDT,1,0,0.1021,1,0.1021,1.61456E+12,86294797
584,okx,ANTUSDT,1,0,6.779,1,6.779,1.59624E+12,292278953
585,okx,APEUSDT,1,0,1.489,0.1,0.1489,1.64609E+12,548112510
586,okx,API3USDT,1,0,3.701,1,3.701,1.64609E+12,320286932
587,okx,APTUSDT,1,0,9.2178,1,9.2178,1.66458E+12,3356905370
588,okx,ARUSDT,1,0,9.097,0.1,0.9097,1.67521E+12,595101738
589,okx,ARBUSDT,1,0,2.0907,10,20.907,1.67763E+12,2663175451
590,okx,ATOMUSDT,1,0,9.939,1,9.939,1.58829E+12,3836231123
591,okx,AUCTIONUSDT,1,0,28.56,0.1,2.856,1.70139E+12,185573388
592,okx,AVAXUSDT,1,0,41.461,1,41.461,1.59892E+12,15229318989
593,okx,AXSUSDT,1,0,7.801,0.1,0.7801,1.6251E+12,1069799380
594,okx,BADGERUSDT,1,0,3.639,0.1,0.3639,1.60946E+12,68076375
595,okx,BALUSDT,1,0,3.917,0.1,0.3917,1.59892E+12,214919468
596,okx,BANDUSDT,1,0,1.957,1,1.957,1.59892E+12,271536716
597,okx,BATUSDT,1,0,0.2351,10,2.351,1.59624E+12,351036752
598,okx,BCHUSDT,1,0,280.2,0.1,28.02,1.57784E+12,5508141187
599,okx,BICOUSDT,1,0,0.3932,1,0.3932,1.63832E+12,250833247
600,okx,BIGTIMEUSDT,1,0,0.4158,10,4.158,1.69612E+12,178301354
601,okx,BLURUSDT,1,0,0.6434,10,6.434,1.67521E+12,838998311
602,okx,BNBUSDT,1,0,327.9,0.01,3.279,1.66985E+12,49084449754
603,okx,BNTUSDT,1,0,0.7949,10,7.949,1.60678E+12,106171272
604,okx,BONKUSDT,1,0,0.000013338,100000,1.3338,1.70407E+12,842936808
605,okx,BSVUSDT,1,0,82.75,1,82.75,1.57784E+12,1629510971
606,okx,CELOUSDT,1,0,0.736,1,0.736,1.63045E+12,388480202
607,okx,CELUSDT,1,0,0.2012,10,2.012,1.65404E+12,48007063
608,okx,CETUSUSDT,1,0,0.13716,10,1.3716,1.6829E+12,38419933
609,okx,CFXUSDT,1,0,0.2256,10,2.256,1.61456E+12,845053754
610,okx,CHZUSDT,1,0,0.10207,10,1.0207,1.61456E+12,906171032
611,okx,COMPUSDT,1,0,57.55,0.1,5.755,1.59356E+12,464747534
612,okx,COREUSDT,1,0,0.5321,1,0.5321,1.67521E+12,460050358
613,okx,CROUSDT,1,0,0.08876,10,0.8876,1.61724E+12,2242675463
614,okx,CRVUSDT,1,0,0.5198,1,0.5198,1.59892E+12,574892553
615,okx,CSPRUSDT,1,0,0.03426,1,0.03426,1.61983E+12,404304266
616,okx,CTCUSDT,1,0,0.5515,10,5.515,1.70139E+12,176150266
617,okx,CVCUSDT,1,0,0.0975,100,9.75,1.60678E+12,97432500
618,okx,DMAILUSDT,1,0,0.5701,10,5.701,1.70407E+12,#N/A
619,okx,DOTUSDT,1,0,7.405,1,7.405,1.59624E+12,9465950930
620,okx,DYDXUSDT,1,0,3.043,1,3.043,1.63045E+12,#N/A
621,okx,EGLDUSDT,1,0,58.12,0.1,5.812,1.60678E+12,1541725149
622,okx,ENSUSDT,1,0,22.645,0.1,2.2645,1.63572E+12,697256240
623,okx,EOSUSDT,1,0,0.754,10,7.54,1.57784E+12,842369237
624,okx,ETCUSDT,1,0,27.05,10,270.5,1.57784E+12,3936899076
625,okx,ETHWUSDT,1,0,2.891,0.1,0.2891,1.66199E+12,311309480
626,okx,FETUSDT,1,0,0.6679,10,6.679,1.6988E+12,554749287
627,okx,FILUSDT,1,0,5.476,0.1,0.5476,1.59356E+12,2780570920
628,okx,FITFIUSDT,1,0,0.006451,10,0.06451,1.65136E+12,16331022
629,okx,FLMUSDT,1,0,0.08342,10,0.8342,1.59892E+12,46492642
630,okx,FLOKIUSDT,1,0,0.00003235,100000,3.235,1.67521E+12,309495429
631,okx,FLOWUSDT,1,0,0.8688,10,8.688,1.6988E+12,1291014920
632,okx,FLRUSDT,1,0,0.03246,100,3.246,1.70675E+12,1116961634
633,okx,FRONTUSDT,1,0,0.4623,10,4.623,1.69612E+12,41641777
634,okx,FTMUSDT,1,0,0.399,10,3.99,1.61456E+12,1119146802
635,okx,FXSUSDT,1,0,9.195,1,9.195,1.70407E+12,703293693
636,okx,GALAUSDT,1,0,0.02506,10,0.2506,1.63045E+12,695969083
637,okx,GALUSDT,1,0,2.376,1,2.376,1.70407E+12,250485373
